federation_level,x,x_translation,y
Poland,"Здравствуйте. Может ли кто-то подсказать ,как в Варшаве поменять гривны на злоты? Либо же возможно закинуть деньги на карту украинского банка?",Hello. Can someone advise how to exchange hryvnias for zlotys in Warsaw? Or is it possible to transfer money to a Ukrainian bank card?,
Czech Republic,"Для дорослого я поки уявляю, що звернусь за необхідністю. А для дитини у пошуках, бо потрібен огляд профілактичний, довідка, вакцінування за графіком...","For an adult, I imagine I will turn to if necessary. And for a child, I am looking for because a preventive examination, certificate, vaccination according to the schedule is needed...",
France,Добрый день Перечислю гривны на карту украинского банка в обмен на наличные евро г.Страсбург Пишите в личные сообщения,Good day. I will transfer hryvnias to a Ukrainian bank card in exchange for cash euros in Strasbourg. Write me in private messages.,
Spain,"Может кто-то сдаёт(рыночная стоимость) или переезжает в другую квартиру на 1-2-3 месяца для семьи из 4-х человек, без животных. Интересует Аликанте в радиусу 40км. Нужна так сказать временная квартира октября-ноября планируем переезд, пока найдём ребёнку школу -> возле школы квартиру.","""Is anyone renting out (at market value) or moving to another apartment for 1-2-3 months for a family of 4 without pets? Interested in Alicante within a radius of 40km. We need a temporary apartment for October-November, planning to move until we find a school for our child -> an apartment near the school."" ",
Spain,"Здравствуйте! Хотела бы спросить, кто знает, есть ли автобусы с Польши на Валенсию/Мадрид? Где их искать или бронировать… У нас семья 4 человека",Hello! I would like to ask if anyone knows if there are buses from Poland to Valencia/Madrid? Where can I find or book them... We are a family of 4.,
Spain,Здравствуйте подскажите пожалуйста может кто будет ехать из Одессы в Испанию?в ближайшее время) пожалуйста напишите,"Hello, please advise if anyone will be traveling from Odessa to Spain in the near future. Please write back. ",
Belgium,"Подскажите пожалуйста,есть ли возможность найти дом или квартиру для семьи нас 5 человек двое детей 12 лет и 4 мес.и собака,документы уже готовы,но наше гементо не спешит помогать у них нет возможности((( Может у кого-то есть контакты в Ааршоте или Хейс де Берге?","Please tell me, is it possible to find a house or apartment for a family of 5 people, two children aged 12 and 4 months, and a dog? The documents are ready, but our municipality is not in a hurry to help, they do not have the opportunity ((( Maybe someone has contacts in Aarschot or Heist-op-den-Berg?",
France,"Маємо квитки на Версаль на суботу, 02.07.2022. Продамо дешевше. (У людей змінились плани). За деталями звертайтесь у приват. Billet passeport","We have tickets for Versailles for Saturday, 02.07.2022. We will sell them cheaper. (People's plans have changed). For details, please contact us privately. ",
Switzerland,"Скидок нет, Халбтакс это по личному желанию. Если вы планируете много ездить,тогда он вам пригодится для экономии при покупке билетов.","There is no discount, Halbtax is optional. If you plan to travel a lot, then it will be useful for you to save money when buying tickets.",
France,"Подскажите кто может покупал уже капли сосудосуживающие для детей,?какие тут можно купить аналог типо нашего Риномистина или ренозалина?",Please advise who has already bought vasoconstrictor drops for children? What analogues of our Rinomistin or Renosalin can be bought here?,
Belgium,"Да, но он в городе Leuven. Если подходит - могу сообщить данные. На следующую неделю записал к нему родственницу. Она раньше в дорогой киевской клинике зубы лечила. Проверю ещё на ней - там более сложный случай.","Yes, but he is in the city of Leuven. If it suits you, I can provide the details. I have scheduled an appointment with him for my relative next week. She used to have her teeth treated at an expensive clinic in Kiev. I will also check with her - her case is more complicated there.",
Belgium,"Ребятки! Ищу квартиру (1 человек) в Антверпене для съёма, можем снять квартиру на двоих-троих. Пишите в ЛС ✨","Hey guys! I am looking for an apartment (for 1 person) to rent in Antwerp, we can rent a place for 2-3 people. Please write me in private messages. ✨",
Belgium,Добрый день! Прошу прощения за вопрос: а в Бельгии сейчас не сделали проезд в поездах бесплатным для украинцев?,Good afternoon! I apologize for the question: is train travel currently free for Ukrainians in Belgium?,
France,"Доброго дня, шукаю житло для подруги з сином 10 років, маленькою собакою й котом. Біля Апт, Кавайону, може знаєте до кого можно звернутись?","Good day, I am looking for accommodation for a friend with a 10-year-old son, a small dog, and a cat. Near Apt, Kawaihonu, do you know who I can contact?",
Germany,"Друзі , шукаю кімнату -квартиру (1 к) з 1 травня по 15 червня , для себе і сина 12 років ! 💰Оплачу 💰","Friends, I am looking for a room or apartment (1 bedroom) from May 1st to June 15th, for myself and my 12-year-old son! 💰Will pay💰",
Spain,"Я перевод делаю через transferGo , только перевожу тоже в евро на приват , в грн нет смысла .. А потом с приватевро на приват гривну","I transfer money through TransferGo, but I also convert it to euros in PrivatBank, there is no point in converting it to hryvnia.. And then from PrivatBank euros to PrivatBank hryvnia.",
Spain,"Кто может помочь на первое время с одеждой и едой.Мы Эльине, нас трое взрослых и двое детей(16 и 12 лет).Сами с Киева.","Who can help with clothes and food for the first time? We are Elina, three adults and two children (16 and 12 years old). We are from Kyiv.",
Poland,"Мне говорили что лучше на карте, ибо гривны к злотым очень плохо меняются. Или доллары. Но на привате двойная конвертация. Приват по своему курсу конвертирует в доллар, а потом по нацбанку из доллара в злотые","I was told that it's better to use a card because the exchange rate from hryvnia to zloty is very bad. Or dollars. But at PrivatBank there is double conversion. PrivatBank converts to dollars at their own rate, and then from dollars to zloty according to the national bank rate.",
Germany,"Наличные гривны тут не берут. Только евро. Это еврозона. Тут ходит только одна валюта: евро. Другие валюты можно обменять на евро. Но это очень невыгодно, неделю назад убедилась в этом на своём кармане) А гривну какие-то банки в Германии собирались обменивать, но я сама не пробовала.","Cash hryvnia is not accepted here. Only euros. This is the eurozone. Only one currency is used here: euros. Other currencies can be exchanged for euros. But it is very disadvantageous, I found out about it on my own experience a week ago. Some banks in Germany were going to exchange hryvnia, but I haven't tried it myself.",
France,"Доброго дня! Ви приїхали на своїй машині та їздить на своїй машині. Нічого міняти не треба. Але, раджу онлайн оформити страховий поліс з можливістю пролонгації - «залена картка» Її можна оформити через будь яку надійну страхову компанію в Україні (можна онлайн)","Good day! You came on your own car and drive your own car. Nothing needs to be changed. But I advise you to get an insurance policy with the possibility of extension online - ""green card"". It can be issued through any reliable insurance company in Ukraine (online).",
France,"❓📲 💶 Привет. Подскажите, пожалуйста. Можно ли где то во Франции с банкомата через телефон и считыватель NFC (безконтактно) снять деньги с украинской банковской карточки (не франзуцской)? Снять деньги с помощью apple pay. Физической карты на руках нет. Есть ли такие проверенные банкоматы?",Hello. Can you please advise if it is possible to withdraw money from a Ukrainian bank card (not French) using a phone and NFC reader at an ATM in France? Can I withdraw money using Apple Pay? I don't have a physical card with me. Are there any verified ATMs like this? ,
Germany,"Здравствуйте, поменяю вашу гривну и так-же криптовалюту по хорошему курсу в любой точке Европы на валюту💰 По поводу обмена прошу писать ЛС.","Hello, I will exchange your hryvnia and cryptocurrency at a good rate in any part of Europe for currency. Please write me a private message regarding the exchange.",
Belgium,Ми відкрили у двох банках (KBC та Argenta) без щомісячних платежів. KBC подобається більше в частині швидкості обслуговування.,We have opened accounts in two banks (KBC and Argenta) with no monthly fees. KBC is preferred for its faster service. ,
Germany,"Это частично решит проблему. Отец остаётся без паспорта. Надо 2 термина, в 1 день, до Мюнхена 4.5 часа в одну сторону. Ребёнку полтора года.","This will partially solve the problem. My father is left without a passport. We need 2 tickets for a trip to Munich, which takes 4.5 hours one way. The child is one and a half years old.",
Czech Republic,"Подскажите, плиз, существует ли в Чехии банк, где возможно пополнение карты по её номеру, а не по р/с или IBAN?","Can you please tell me if there is a bank in the Czech Republic where it is possible to top up a card by its number, not by an account or IBAN?",
Belgium,"Добрый день! Сегодня, в магазине, не сработали обе мои украинские карты(виза и мастер кард), при том, что на прошлой неделе, в этом же магазине обе они работали. Кто-то сталкивался с такой же ситуацией?","Good afternoon! Today, both of my Ukrainian cards (Visa and MasterCard) did not work at the store, while last week, both of them worked at the same store. Has anyone faced a similar situation?",
Spain,"Доброго дня, шукаємо житло для 2х дорослих від завтра на місяць в Мадриді. Буду вдячна за будь які рекомендації. Дякую, Наталя","Good day, we are looking for accommodation for 2 adults from tomorrow for a month in Madrid. I would be grateful for any recommendations. Thank you, Natalia.",
Switzerland,"Добрый вечер ! Скажите, а без загранпаспорта, с внутренней ID картой и справкой из посольства Украины подтверждении личности можно лететь в Польшу, Румынию или Венгрию, чтоб добраться в Украину ?","Good evening! Can I fly to Poland, Romania or Hungary without a passport, only with an internal ID card and a certificate from the Embassy of Ukraine confirming my identity, in order to get to Ukraine?",
Germany,"добрый день, какие есть возможности по жилью в германии, 3 взрослые женщины, без вредных привычек , город наверное не важен , планируем прибыть в ближайшее время","Hello, what are the housing options in Germany for 3 adult women without harmful habits? The city is probably not important, we plan to arrive soon.",
Spain,"А обслуговування рахунку? В усіх банках якщо нема залишків чи низькі обороти , знімають додатково комісію . А як для українців?","""And what about account servicing? In all banks, if there are no balances or low turnovers, they charge an additional commission. How about for Ukrainians?"" ",
Switzerland,"Платить в рассрочку, страховки с нового года будут еще дороже, у меня visana самая дешевая была в этом году 364 фр, с января будет 413.80","Pay in installments, insurance from the new year will be even more expensive, my Visana was the cheapest this year at 364 francs, from January it will be 413.80.",
Belgium,"Доброго дня, був втрачений дитячий квіток на проїзд в автобусі у місті Гроденздорф на імя Morozan Oleg","Good day, a child's transportation ticket named Morozan Oleg was lost on a bus in Grodenzdorf.",
Switzerland,"Около 5-6 пересадок надо будет сделать на поезде. Но кто-то и билеты на самолёт покупает, кто не хочет заморачиваться.","About 5-6 transfers will need to be made by train. But some people buy plane tickets, who do not want to bother.",
France,"Добрый вечер. При оформлении розового документа , ребенка никуда не вписали . В оффи тоже паспорт ребенка не просили . Правильно ли я понимаю , что выплата будет только на взрослого ? Тоесть ребенок нигде не фигурирует?((","Good evening. When applying for the pink document, the child was not included anywhere. They also did not ask for the child's passport at the office. Am I correct in understanding that the payment will only be for the adult? So the child is not mentioned anywhere? ((",
Portugal,"Да, в любом банкомате. Если есть карточка португальская то 100% можно (а если есть приложение банка то можно и с него), если нет карточки то уже не уверен так как не пробовал. Инструкция: https://adslfibra.pt/servicos-gestoes/carregar-telemovel#carregar-telemovel-multibanco","Yes, at any ATM. If you have a Portuguese card, then it's 100% possible (and if you have the bank's app, you can do it from there too). If you don't have a card, then I'm not sure as I haven't tried it. Instructions: https://adslfibra.pt/servicos-gestoes/carregar-telemovel#carregar-telemovel-multibanco",
Germany,"Мы из Польши в Берлин ехали 5 дней назад бесплатно, и из Берлина на щапад Германии тоже бесплатно. Билеты брали у волонтеров на вокзале.","We traveled from Poland to Berlin for free 5 days ago, and also for free from Berlin to western Germany. We got the tickets from volunteers at the station.",
Portugal,"Добрый вечер, подскажите, когда пересекали границу кто-то получил справку/документ о том что вы пересекали как беженцы, refugee declaration? Ее по умолчанию дают или как получить?","Good evening, can you tell me if someone received a certificate/document stating that they crossed the border as refugees, a refugee declaration? Is it given by default or how can it be obtained?",
Germany,"В другой банк или к другому специалисту этого же банка. Это тут уже обсуждали, пользуйтесь поиском. Право пользоваться банком тут законодательно является насущной необходимостью каждого человека, но на практике банковские служащие стараются не делать счет без прописки в Германии и серьезного с их точки зрения документа удостоверяющего вашу личность. Требуйте или ищите другого, кто вам пойдет навстречу.","In another bank or to another specialist of the same bank. This has already been discussed here, use the search. The right to use a bank is legislatively a vital necessity for every person, but in practice, bank employees try not to open an account without a registration in Germany and a serious document from their point of view confirming your identity. Demand or look for another one who will meet your needs.",
France,"Мне опять ""повезло"": чтобы записаться к офтальмологу нажно направление от терапевта получить. Я была первая в очереди к терапевту, и поэтому меня записали аж через 3 недели","""Unfortunately, I have to go through this again: to make an appointment with an ophthalmologist, I need to get a referral from a therapist. I was the first in line to see the therapist, and that's why I was scheduled for an appointment in 3 weeks."" ",
Switzerland,"Нет, только мед.обслуживание, если необходимо. Никаких пенсий или выплат по инвалидности не предусмотрено","No, only medical services if necessary. No pensions or disability payments are provided.",
Belgium,"Dobrogo dnja, Moglivo htos ide do Ukraini abo do kordony z Ugorshinojy abo do Budapesty zavtra abo v suboty??","Good day, Is anyone going to Ukraine or to the border with Hungary or to Budapest tomorrow or on Saturday?",
Switzerland,"Подскажите ещё, пожалуйста, можно ли в Швейцарии, пользоваться городским транспортом бесплатно украинцам?","Please tell me, can Ukrainians use public transport for free in Switzerland?",
Portugal,Все привет! Кто знает где с украинской карты (моно или Пумб) или же с карты Payoneer - снять деньги без комиссии? Я перепробовала уже десяток банкоматов со всех карт требует комиссию в 30% 😐😐 Буду очень признательна за ответ!,Hello everyone! Does anyone know where I can withdraw money without commission from a Ukrainian card (Mono or Pumb) or from a Payoneer card? I have already tried a dozen ATMs and all of them require a 30% commission from all cards 😐😐 I would be very grateful for an answer!,
Czech Republic,"**Сейчас банки снимают абонементную плату при движении денег по расчетному счёту ? Если да, то какие? Ранее было бесплатное обслуживание беженцев.**","""Are banks currently charging a subscription fee for money transfers on a checking account? If yes, which ones? Previously, refugees had free service."" ",
Switzerland,"Да, мой опыт также показал, что по украинскому паспорту все бесплатно. Трамваи, поезда по Швейцарии без билета. Поезда из / в Шв также бесплатно, но билет нужно брать на кассе","Yes, my experience has also shown that everything is free with a Ukrainian passport. Trams, trains in Switzerland without a ticket. Trains to/from Switzerland are also free, but you need to get a ticket at the ticket office.",
Germany,"Здравствуйте! Подскажите, пожалуйста, контакты аккредитованных переводчиков для официального перевода свидетельств о рождении. Благодарю",Hello! Please advise contacts of accredited translators for official translation of birth certificates. Thank you.,
Belgium,"Все привет 👋 Подскажите пожалуйста, мне сказали что программа по временному беженство закроется 24го мая. Это правда ?","Hello everyone 👋 Please tell me, I was told that the temporary asylum program will close on May 24th. Is this true?",
Spain,"Из маленьких городов в Барселону - платно. А из Барселоны в Мадрид, точно бесплатно. И они могут дать билет до конечной точки,","From small towns to Barcelona - it's paid. But from Barcelona to Madrid, it's definitely free. And they can give a ticket to the final destination.",
Poland,то может забрать завтра в районе после обеда женщину с восьмилетним ребенком с перехода Рава Руська и довезти до первого большого немецого города с ж/д сообщением? Спасибо большое Kann j-d morgen gegen Mittag eine Frau mit einem 8jährigen Kind vom Grenzübergang Rava Ruska abholen und nach Deutschland (erste großer Ortschaft mit der Bahnverbindung) befördern? Danke!,Can someone pick up a woman with an 8-year-old child from the Rava Ruska border crossing tomorrow after lunch and take them to the first big German city with a railway connection? Thank you!,
France,"🤷 незнаю, только теперь знаю что Франция лояльна к беженцам и принимает всех. Наверное домой сильно хочется. Подскажите пожалуйста ещё мы только приехали , в префектуру записались, что дальше , куда идти?","🤷 I don't know, but now I know that France is loyal to refugees and accepts everyone. Maybe you really want to go home. Please tell me more, we just arrived, we registered with the prefecture, what's next, where to go? ",
France,"Добрый день! Подскажите, может кто-то сориентировать по стоимости проживания в городе Лилль? (Аренда жилья, коммуналка, стоимость бензина, +- траты на продукты) По проживанию я одна + кот. Так что 1к квартира. И как вариант 2к если буду снимать с кем-то.","Hello! Can someone please advise on the cost of living in the city of Lille? (Rent, utilities, cost of gasoline, +/- expenses for groceries) I will be living alone with a cat, so a 1-bedroom apartment would be suitable. And as an option, a 2-bedroom if I will be sharing with someone.",
Belgium,"Доброго дня.Підкажіть,будь ласка,скільки в Фландрії обійдеться лікування зуба і пломба без медичної страховки?",Hello. Please tell me how much dental treatment and filling without medical insurance will cost in Flanders?,
France,"Выше пишут ,что при наличии сертификата тест не нужен. У меня нет сертификатов , я делал тест. Доллары в евро лучше менять в Украине. Тут часто берут % за обмен и курс не очень и обменников на всю Францию по пальцам Пересчитать.","They write above that if you have a certificate, the test is not needed. I don't have any certificates, so I took the test. It's better to exchange dollars for euros in Ukraine. Here they often charge a percentage for the exchange and the rate is not very good, and there are not many exchange offices in all of France. ",
Czech Republic,"Сниму отдельную комнату в городе Mlada Boreslav, в долгосрочной перспективе. Украинцы, возможно можно к кому подселиться? Не бесплатно розумееться. Бюджет 6000 в месяц.","Looking for a separate room in the city of Mlada Boreslav in the long term. Ukrainians, is it possible to share with someone? Not for free, of course. Budget is 6000 per month.",
Spain,"Підкажіть будь ласка, чи потрібен загран паспорт дітям 10 і 13 років ? Чи достатньо вклеїти їх у паспорт батькам? Дякую за відповідь! ❤️","Please tell me, do children aged 10 and 13 need a foreign passport? Is it enough to have them glued into their parents' passport? Thank you for your answer! ❤️",
Czech Republic,"Вибачте, може не правильно поставила питання,,, якщо приїхати , мама+ дитина 4 роки, з окупованої територіі, яка є допомога для таких біженців, що є безкоштовне, якщо таке надається,на скільки місяців???, звичайно потім влаштуватись на роботу","Excuse me, maybe I didn't ask the question correctly... If a mother and a 4-year-old child come from the occupied territory, what kind of assistance is available for such refugees that is free, if any, and for how many months??? Of course, then to find a job>",
Germany,"Доброй ночи !! Помогите , пожалуйста, найти жильё в TÜRKHEIM 86842 . Мама с двумя детками 3 года и 13 лет !!!","Good evening! Please help me find accommodation in TÜRKHEIM 86842. I am a mother with two children, aged 3 and 13. ",
Spain,"Если я не ошибаюсь, для бесплатных билетов нет такой возможности. Её можно было докупить на этапе бронирования","If I'm not mistaken, there is no such possibility for free tickets. It could be purchased during the booking stage.",
Portugal,"Привет. Подскажите какая стоимость услуг риелторов в Португалии? Легко ли берут с животными? Нас 4 человека 3 кота и собака. Реально найти жильё с интернетом и мебелью? Спасибо —————————————- Hello. What is the cost of real estate services in Portugal? take with animals? We are 4 people, 3 cats and a dog. Is it possible to find housing with the Internet and furniture? Thanks","Hello. What is the cost of real estate services in Portugal? Can we bring our pets? We are 4 people, 3 cats and a dog. Is it possible to find housing with internet and furniture? Thank you.",
France,"Якщо у вас карта французька,то робіть це онлайн у вашому кабінеті фрі,бо платіжну систему Sepa приват наприклад не підтримує,або переходьте на інший оператор зі збереженням номера","If you have a French card, do it online in your free account, because the payment system Sepa does not support Privat, for example, or switch to another operator while keeping the number.",
France,"Добре, що побачили. Треба вибирати перевізника без предоплати або купувати квитки на реальних сайтах, а не через тг, то буде щастя)","Good to see you. You need to choose a carrier without prepayment or buy tickets on real websites, not through Telegram, then everything will be fine. ",
Czech Republic,"Всем привет, может кто-то снимает комнату в Праге, подскажите как называется разрешение от владельца квартиры для прописки или регистрации? Имею ввиду как это ёмко и коротко сказать владельцу, что мне от него надо","Hello everyone, maybe someone is renting a room in Prague, can you tell me what is the name of the permission from the apartment owner for registration or registration? I mean, how can I succinctly and briefly tell the owner what I need from him.",
France,"Доброе утро, можно обратиться с CPAM по вашему району и подать заявку на мед страховку и она должна прийти вам на почту в течении 10 дней, мне пришла, а тёте нет, хотя документы подала раньше меня. Поищите адрес, указав ваш район и CPAM в Гугл или можно в спросить в красном кресте адреса(нам дали там список)!","Good morning. You can contact CPAM in your area and apply for medical insurance, which should arrive in your mail within 10 days. I received mine, but my aunt did not, even though she submitted the documents before me. Search for the address by specifying your area and CPAM in Google or you can ask for addresses at the Red Cross (we were given a list there)!",
France,"Добрый вечер, подскажите пожалуйста, можно как-то во Франции кинуть деньги на карту приватбанка Украины?","Good evening, please tell me, is there any way to transfer money to a PrivatBank Ukraine card in France?",
Spain,"Назонекс и ещё Авамис гормональные препараты. Авамис использую своему ребенку , аденоиды. Авамис выписал Лор врач , до этого ничего не помогало . Использую осторожно, один раз в сутки до исчезновения симптомов","Nasonex and Avamys are hormonal drugs. I use Avamys for my child's adenoids. Avamys was prescribed by an ENT doctor, nothing else helped before. I use it carefully, once a day until the symptoms disappear.",
Belgium,"Добрий день, шановні. Підкажіть будь ласка, чи може хтось вже так повернувся в Україну з простроченим закордонним біометричним паспортом дитини, чи були якісь проблеми на кордоні з Польщею ? Чи дійсно треба спочатку їхати в консульство України в Брюсель для продовження терміну дії закондонного паспорта для повернення в Україну зі свідоцтвом про народження. Дитині виповнилось 14 років. Планую повертатись автобусом. Заздалегідь вдячна за відповідь.","Good day. Please advise if someone has already returned to Ukraine with an expired foreign biometric passport for a child, were there any problems at the border with Poland? Is it really necessary to first go to the Ukrainian consulate in Brussels to extend the validity of the passport for returning to Ukraine with a birth certificate? The child is 14 years old. I plan to return by bus. Thank you in advance for your answer.",
Spain,Тут не только мед страховку хорошо иметь но и страховку на случай смерти) кстати второе тоже есть у 80%),"It is good to have not only medical insurance but also insurance in case of death) by the way, the second one is also available to 80%)",
Germany,"Поменяю по хорошему курсу безналичные гривны (переведу на вашу украинскую карту) на евро, наличные или перевод","I will exchange non-cash hryvnia at a good rate (transfer to your Ukrainian card) for euros, cash or transfer.",
Spain,"Доброй ночи, подскажите пжалуст, а общественный транспорт (междугородние поезда интересуют) бесплатны для украинцев? Или нет?","Good evening, please tell me, is public transport (including intercity trains) free for Ukrainians? Or not?",
Switzerland,"Добрый день! Подскажите пожалуйста, где ваши оформляли эту страховку? В гемайнде и после получения письма о присвоении статуса?",Good afternoon! Please tell me where did you get this insurance? In Gemeinde or after receiving a letter assigning status?,
Germany,"Да, конечно. От аллергии стандартный Cetirizin, от головной боли Thomapyrin, ибупрофен, dolormin Migräne, Dolortriptan (подороже, но от мигрени неплохо помогает)","Yes, of course. For allergies, standard Cetirizine, for headaches Thomapyrin, ibuprofen, Dolormin Migraine, Dolortriptan (more expensive, but helps with migraines).",
Belgium,"Поэтому я предложил через WesternUnion, когда вы вводите сумму, вы можете выбрать, что получит получатель. Для Грузии есть 3 варианта: лари, евро или доллары. Если вы выберете, что получатель должен получить в долларах, он получит деньги в долларах.","Therefore, I suggested using WesternUnion, when you enter the amount, you can choose what the recipient will receive. For Georgia, there are 3 options: lari, euros, or dollars. If you choose that the recipient should receive in dollars, they will receive the money in dollars.",
Switzerland,"Всем добрый день ! Подскажите пожалуйста , может кто - то сталкивался. Можно ли бабушке вывезти внучек ( 6 и 10 лет)за границу, без загранпаспортов, только по свидетельствам о рождении и заявлением - разрешением от мамы о вывозе детей за границу. ?","Hello everyone! Please advise if anyone has encountered this. Is it possible to take grandchildren (6 and 10 years old) abroad without passports, only with birth certificates and a statement-permission from the mother to take the children abroad?",
Germany,"здравствуйте. приобрели такой билет за 9 евро, а его нужно только показать или как то компостировать?","Hello. We bought this ticket for 9 euros, do we just need to show it or do we need to validate it somehow?",
Germany,"У місті 58513 Lüdenscheid здається 3х кімнатна на 4 чоловіки квартира. Можливо комусь потрібно житло, хто ще не зареєструвався, звертайтеся. Соціальне житло від JobCenter.","In the city of 58513 Lüdenscheid, a 3-room apartment is available for 4 people. Maybe someone needs accommodation who has not yet registered, please contact. Social housing from JobCenter.",
Czech Republic,Мені потрібно пройти ідентифікацію для отримання фінансової допомоги. Як на чеській мові правильно сказати про це співробітнику банку?,I need to undergo identification to receive financial assistance. How do I correctly say this to a bank employee in Czech?,
France,Квитки платні на автобус ми брали проїздний на місяць за 2 евро якщо ви надумали повернутись до дому то білет на потяг безкоштовний 2 класу це поки що може теж захотять зробити платним як інші,"Tickets for the bus are paid, we bought a monthly pass for 2 euros. If you decide to return home, the train ticket is free for 2nd class, but it may become paid like others. ",
Portugal,Hi everyone. We are family of two people (me and my mum). We are looking for apartment in Faro area for some time while we will find work.,Hi everyone. We are a family of two people (my mother and I). We are looking for an apartment in the Faro area for some time while we find work.,
France,"Счет открыли в июне, карточку не можем получить до сих пор.Не банк, а сплошные проблемы. НЕ СОВЕТУЮ КАТЕГОРИЧЕСКИ!!! Париж","We opened an account in June, but still can't get a card. This is not a bank, but a continuous problem. I DO NOT RECOMMEND IT!!! Paris.",
Spain,"Здравствуйте. 20-ого еду на машине с Одесской области во Львов,потом во Вроцлав на комфортном авто. Возьму 2-х попутчиц. Без предоплаты. Все вопросы в личку","Hello. On the 20th, I am driving from the Odessa region to Lviv, then to Wroclaw in a comfortable car. I will take 2 passengers. No prepayment required. All questions in private messages.",
Poland,"Добрий день, хтось підкаже , чи можуть мати українці дискаунт на ліки ( цікавлять тест смужки для вимірювання глюкози у крові) у Польщі?",Good day. Can someone tell me if Ukrainians can get a discount on medication (interested in glucose test strips) in Poland?,
Germany,"добрый день, подскажите пожалуйста, есть ли прямой автобус висбаден-днепр? если можно, напишите в личку","Good day. Please tell me if there is a direct bus from Wiesbaden to Dnipro? If possible, write me in private.",
Switzerland,"Доброго дня! Підкажіть будьласка, чи можно десь наприклад в лагері для біжанців зупинитися на одну ніч в Люцерні?","Good day! Please tell me if it is possible to stay somewhere, for example in a refugee camp, for one night in Lucerne?",
Switzerland,"Добрый день! Ищу жилье в кантоне Базельланд недалеко от Базеля, два человека, без животных. На замену принимающей семье. Если есть какие то варианты, большая просьба в личку написать) Жилье оплачиваемое социальной службой, статус S получен, есть работа.","Hello! I am looking for accommodation in the canton of Basel-Landschaft near Basel, for two people, without pets. To replace the host family. If there are any options, please write in private messages) Accommodation paid by social services, status S obtained, there is work.",
Poland,"Здравствуйте 😭 Обращаюсь с просьбой помочь нам в трудную минутку пожалуйста Наша вся семья осталась без работы в связи с ситуацией нашей страны, помогите пожалуйста кто сколько может, каждой копеечке будем благодарны Храни вас Бог 🙏 Константинова Е.Н. 4441114455197747","Hello 😭 I am asking for help in a difficult moment please. Our whole family is out of work due to the situation in our country. Please help us as much as you can, we will be grateful for every penny. God bless you 🙏 Konstantinova E.N. 4441114455197747",
Germany,"Guten Abend! Ich bin Weißrusse. Flucht aus Weißrussland in die Ukraine. Dort lebte er sechs Monate, dann floh er vor dem Krieg. Jetzt fahren wir mit einer Freundin nach Schwerin, um uns morgen beim BAMF zu bewerben. Wir müssen heute Nacht eine Nacht verbringen. Wir wären dankbar, wenn uns jemand mit einer Übernachtung helfen könnte.","Good evening! I am a Belarusian. I fled from Belarus to Ukraine. I lived there for six months, then fled from the war. Now we are traveling with a friend to Schwerin to apply at BAMF tomorrow. We need to spend a night tonight. We would be grateful if someone could help us with accommodation. ",
France,"Ну если отит безсимптомный, то не факт, что это вообще отит. А антибиотики во Франции и в Италии просто очень любят принимать по поводу и без повода. В той же Швеции или Дании, наоборот вам бы назначили только отипакс или вообще сказали бы, что само пройдёт.","If otitis is asymptomatic, it may not be otitis at all. And antibiotics in France and Italy are just very fond of taking for any reason. In Sweden or Denmark, on the contrary, they would only prescribe otipax or even tell you that it will pass on its own.",
Switzerland,Кто искал гинеколога😊 В Цюрихе есть очень хороший специалист без языкового барьера ☎️044 400 48 52 ☎️044 400 48 53,Someone was looking for a gynecologist 😊 There is a very good specialist without a language barrier in Zurich ☎️044 400 48 52 ☎️044 400 48 53,
France,"Подскажите пожалуйста.у дочки только свидетельство о рождении. У меня загранник и укр паспорт книжка. Читала что могут возникнуть вопросы с возвращением в Украину. Какая процедура оформления документа ребенку? ( Проезд самолётом, поездом, ) может это долго и стоит начать оформление через посольство или консульство сейчас? Буду благодарна на ссылки на оф сайты,.поиском в Гугле нашла только общуюинфу.","Please advise. My daughter only has a birth certificate. I have a foreign passport and a Ukrainian passport book. I read that there may be issues with returning to Ukraine. What is the procedure for obtaining documents for a child? (By plane, train, etc.) Is it worth starting the process through the embassy or consulate now? I would be grateful for links to official websites, as I only found general information through Google search. ",
